date,RETAIL_4H_SUM,RETAIL_4G_SUM,RETAIL_4J_SUM,RETAIL_4I_SUM,RETAIL_4Z_SUM,RETAIL_4L_SUM,RETAIL_4A_SUM,SERVICES_6Z_SUM,SERVICES_6E_SUM,SERVICES_6F_SUM,SERVICES_6C_SUM,SERVICES_6D_SUM,SERVICES_6A_SUM,SERVICES_6B_SUM,TPLUSE_2B_SUM,TPLUSE_2D_SUM,TPLUSE_2A_SUM,TPLUSE_2C_SUM,TPLUSE_2E_SUM,TPLUSE_2Z_SUM,CASH_MI_SUM,CASH_8B_SUM,RETAIL_4K_SUM,RETAIL_4C_SUM,RETAIL_4B_SUM,RETAIL_4F_SUM,RETAIL_4E_SUM,RETAIL_4D_SUM
2016-08-14,158039810.6,4921184.17,15412671.65,17536088.66,33298127.45,9736688.48,3651784.85,40834508.46,16064453.22,576236.12,8345933.17,68104182.04,19122292.45,11722079.42,3021932.28,39738570.91,4492165.3,16588941.56,20096079.58,3554119.43,239282998.2,7840610.78,22151926.15,31822913.09,2038281.39,55041608.31,19949020.85,12246743.99
2016-08-15,74969586.16,5321917.6,13216831.29,14024497.99,25630995.38,6822371.62,2898036.56,127573350.4,34185000.95,604754.64,12902814.24,66615341.59,20650195.75,9184134.46,4889540.2,18025649.31,5446696.68,15450654.03,37840805.17,1896056.69,167925734.4,5741600.7,37029320.16,23069473.16,790525.04,30960568.75,14772585.03,12576951.08
2016-08-16,83923231.63,5719938.75,14606071.46,10485034.52,27166718.78,7241129.36,3700707.27,132739066.6,62561642.75,677418.06,11185778.68,29397664.01,20146718.75,10674355.23,4616248.08,19073849.96,5092297.24,13007539.98,45456925.56,2496641.01,175386884.3,6983885.42,22763420.21,31575548.02,849745.27,31661555.57,14252586.69,11332666.71
2016-08-17,102541217.4,5681610.49,16022476.95,16142327.07,32235875.89,7733517.59,3755526.63,130393606.7,40539205.78,1099366.26,12926975.84,104672487.5,22941999.71,11403560.18,4533873.53,23315451.47,5636417.46,10932729.73,43359597.87,2520655.56,213444569,9181031.67,32398299,32655488.62,971687.6,35838926.41,14449692.65,16872994.74
2016-08-18,119899880.3,4945327.01,15280978.09,16574396.03,33673416.12,7821343.53,4156641.94,85584418.03,33420858.89,920442.39,12109057,93671484.72,23383782.31,11400283.42,4778572.76,23070506.02,4974470.92,10912203.11,44220303.28,2844687,222728108.2,5175324.53,26669171.29,32541085.53,1408291.77,35196567.35,14375673.98,16048254.47
2016-08-19,143446494.6,4834023.67,15074924.82,16527190.86,34167311.84,7460731.2,5591409.8,84019857.32,30582056.96,869029.58,10111883.95,58680056.45,22317492.75,10986488.24,3730394.64,26839162.5,4579874.36,24074857.9,40781593.95,2474752.09,240369851.7,5220041.73,25020091.54,31687877.09,1684530.36,37169487.1,15677259.79,13350278.94
2016-08-20,130987329,3050760.87,11884528.08,9737348.03,25073866.58,6906939.06,2004707.61,26266123.67,16236490.35,295285.1,2383362.08,33369258.39,10282597.19,6982421.49,2037096.73,24509416.95,2470571.41,11306988.13,11922123.47,1584675.02,163975864.2,3649579.35,14310717.47,25659372.54,1679896.15,28561664.54,13285463.65,6591105.04
2016-08-21,23886452.01,2499243.02,5027171.19,1226271.68,7677178.89,2796480.24,1359018.13,10212829.7,3872926.02,16872,3781032.01,8032679.55,1556315.39,6044939.36,571625.25,20498983.06,2005456.22,9525866.26,4125576.55,1154547.07,91857654.39,2775372.93,3972824.15,11329019.04,351484.2,27026540.26,7515978.45,2217026.09
2016-08-22,78243734.1,5953330.28,17228783.48,17041833.56,36618393.13,8409354.24,1413272.42,110178647.3,126556204,946685.38,14682758.25,79376344.88,24334551.18,11809600.4,6425207.49,21807498.62,4904659,29651216.99,41990945.65,11652561.1,233982745.4,5849156.06,29685724.03,31063630.26,743912.65,36045632.88,14833841.52,16102282.54
2016-08-23,91899470.68,4491535.14,16005305.83,16864918,29716897.19,7507447.67,4609854.24,87662343.56,30704924.15,1193913.72,12394301.05,22794503.91,22021910.92,10842374.28,4107024.98,22039110.76,5201019.21,10060751,39148054.69,16594452.46,190870853.2,5156556.1,26631847.34,30551109.08,875157.63,35385899.21,13745293.94,13570643.38
2016-08-24,101293767,4854175.69,15275916.1,15493248.31,28065978.42,7572222.97,4315428.52,69556571.39,36097643.84,885744.16,11639402.66,131449475.5,21997777.1,10713306.96,3920338.84,22767098.31,4717663.28,11535300.28,35505858.42,2380279.35,195335330.1,5323394.51,25270968.99,29632919.07,648523.96,33951824.11,13006463.35,13976533.47
2016-08-25,119485918.6,4783851.22,15224042.17,15069726.37,28495913.77,7332171.05,4359212.66,62871728.54,76334323.31,979062.07,12149571.33,97268780.17,20595608.89,10421186.74,4373627.77,23789956.03,4621202.13,12712256.11,35829893.16,2266438.35,199472726.5,3671098.31,25309954.72,29645938.91,1799812.72,34880989.81,12266509.3,13182603.13
2016-08-26,143595729.7,6113203.34,14952094.31,16526823.35,30612350.37,7750213.45,5195115.87,71368379.6,128191905.4,721799.45,10948309.01,209922240,23284050.31,10562773.88,4166428.26,26841107.01,4061404.48,27042976.61,33553054.75,2396008.63,228828400.1,4229243.19,32699155.11,29427525.42,1827412.4,37169905.8,12618880.66,12766379.4
2016-08-27,128510932.9,3634873.88,11339055.26,9610621.5,22244094.75,6813618.98,1973921.34,17786034.21,4688299.27,403911.07,2725196.87,30724840.2,10531572.07,6926805.22,2160208.24,23815041.89,2162955.23,11548244.82,9360196.58,4531711.4,159526412.8,2871346.54,14607402.68,22860838.82,1663702.2,27261793.74,11079564.87,6064714.01
2016-08-28,22948550.08,2112192.12,4673725.68,1454574.39,6020078.5,2851814.78,1775695.67,7835992.82,2787768.81,47581.74,2164483.01,29554881.42,2031467.74,5808390.5,472877.57,19993023.42,1897617,11116112.25,3695982.44,19304758.12,70449831.75,2412760.98,3931455.55,11453450.24,342746.05,27475064.59,7126400.86,2244945.97
2016-08-29,78131659.71,12282981.01,16569242.26,20270705.55,38409151.12,8602375.54,1318842.87,108267931.5,143457358,996972.01,14647139.26,190540993.7,155302009.1,11792675.35,5570377.81,21206219.21,4207840.12,19812232.32,33453668.87,13724535.69,405516122.2,33374512.37,25524699.72,32224990.82,678999.17,34958474.76,14303562.38,11701969.8
2016-08-30,89464891.62,6771094.38,13999738.61,15435591.18,30068386.77,7767587.59,4558258.37,80570973,54952367.66,923366.6,14899545.79,46387124.15,64427898.46,10952474.92,5072251.23,22226842.29,4294627.92,8585782.56,34200918.97,2540455.52,279675064.5,3739813.01,25327849.25,30282211.03,864171.94,34388941.7,12912706.62,13373897.14
2016-08-31,111823126.6,6847876.8,16461707.78,22459981.09,39304648.06,9326835.66,5077644.66,120610446.9,345835313.5,1265029.17,22805343.88,91278106.3,25681122.39,16631826.71,5997549.08,25799313.06,4550062.93,9542703.84,32552367.56,2715178.16,307378369.7,5423798.43,53196551.95,33927175.82,1011498.86,42460262.14,13990429.29,27971432.17
2016-09-01,134254842.4,6417788.66,13714409.92,15054533.63,32865130.68,8927918.24,4846378.18,82966889.39,34547858.48,772492.84,13795477.16,58353002.44,21867288.93,10991634.11,5752403.63,22917624.57,4156572.82,8005288.76,33718231.4,2869767.87,217819021.8,3438784.51,27370179.12,33827493.19,1451056.59,40604734.41,14090260.22,12992423.11
2016-09-02,151391082.4,4297310.5,9736742.42,9383578.39,22914676,5413736.69,5832113.93,63974869.62,15725466.11,675365.65,11465585.49,17391011.93,13998494.62,11936469.92,3881861.75,20253236.47,4044889.49,9311366.14,29012864.36,6521464.87,166322107.7,3257312.59,18911970.26,23657527.89,1735159.57,28157539.26,12530158.04,9079650.43
2016-09-04,167518560.1,5554782.09,15468256.4,11092031.2,29058028.24,8997321.47,4101565.9,38279715.81,9486201.42,423182.38,6647418.23,73376594.64,13776485.28,10762976.12,5817844.96,40655572.54,4669193.89,14578576.04,15267099.84,2684039.35,238522529.9,7733197.52,18873002.75,36284599.85,2075453.95,54009121.15,21546934.45,9146075.02
2016-09-05,86828996.75,5414185.58,14376708.49,15725815.28,30723314.32,6023178.38,3322326.95,109787933.1,31673124.47,989678.79,18086791.21,44224455.69,51406955.34,10786915.86,6150243.28,16511369.98,5534723.75,8596342.84,39229744.51,2455125.11,183092788.5,5271623.24,27717698.58,25304787.49,681327.09,35257015.02,15601681.05,15784578.42
2016-09-06,95349078.95,3942843.03,12496839.45,16020795.57,27812231.99,5431523.74,3757910.19,87443800.13,24253756.15,858768.55,17537630.22,43683536.26,21819618.82,8596031.63,5729382.05,16442919.31,6093181.22,5140720.07,35337054.32,2668386.07,169341039.5,4470053.71,24880702.26,23834082.76,854832.17,36409190.49,13544967.85,13907442.22
2016-09-07,109726460.2,4484175.97,13310347.76,16006289.38,26859193.5,5905474.71,4509855.31,93245532.47,22980020.56,1086987.24,17560780.63,97014472.12,76189639.65,11138126.31,4267819.62,18381561.9,5138489.29,4982691.98,36776225.52,2643703.76,176801461.7,6737082.1,24491041.19,24582513.97,1158603.85,34625858.24,13736176.11,12889499.67
2016-09-08,127499871.8,4207076.86,11714125.19,14957095.95,27033584.71,5344112.6,5388733.23,78801541.27,22931355.53,1086974.44,16611948.88,41600731.57,21189914.23,8972574.31,4069864.76,17817089.61,4772306.27,5695656,37241124.78,2414744.64,188947155.6,4187042.65,21500454.32,24923357.76,856016.36,34501901.28,12727173.52,12130170.26
2016-09-09,150316377.4,4181965.24,12749721.65,16210288.95,26604697.36,5870353.64,5867720.52,92363634.5,23047003.87,744022.94,13860212.5,34488389.27,22155288.04,9384458.9,4426583.05,21670375.75,5414603.66,11096914.78,37331497.15,2519096.82,195161388.9,4288124.33,25300709.11,26557109.15,2407642.27,36066366.18,12894239.19,12903839.69
2016-09-10,140682834.2,2600212.74,11805004.37,10122317.96,22646358.29,6710885.25,2132535.64,28051621.69,4993825.85,254657.92,3926198.8,56256802.77,10364269.91,6341946.41,1760502.48,22860094.24,2415558.47,7254887.32,11394098.49,1555897.27,160998309.5,3401325.29,15326145.74,26070384.23,1767873.62,29790902.2,12876712.23,6180249.38
2016-09-11,28028557.6,2262955.9,4667078.11,1219159.26,6815913.1,3012159.15,1347323.96,19841843.87,2425063.91,27934,3176174.35,34314177.92,1297714.09,5157669.78,334253.76,18819712.8,2117347.24,6791864.63,4203086.49,1150908.72,70719528.08,3838430.88,4647014.48,13303745.2,341465.86,28478630.58,8447294.36,2151528.96
2016-09-12,94081985.18,5071613.11,15049334.72,16332479.42,35092151.32,6637958.37,3532370.13,153053620.4,32544251,1037362.73,20237870.22,98543206.87,26935314.11,11420945.45,6773958.56,17734411.7,5461681.82,9853985.46,40080461,2716866.54,236621565.7,8154390.88,37590582.27,30372444.01,675381.38,39203516.09,18268966.93,14214234.16
2016-09-13,97943977.88,4066033.66,13387499.07,14899861.72,28143937.77,5656445.95,3362503.23,119401658,28810624.1,856138.27,16864758.76,73360946.31,24167346.01,8995937.56,4499752.86,17502348.11,4981056.93,7248965.3,38205525.85,2463017.34,190973334.9,6201261.33,26076512.81,26084832.67,966104.23,35569222.84,15644057.05,12130521.02
2016-09-14,118481403.3,4793664.93,15772158.7,20277386.6,34771491.3,7215816.1,3883326.89,180065127.2,36272346.54,1180181.29,23958376.07,67252361.41,27812821.96,11896867.05,3643363.91,22014869.96,4806305.61,7669517.22,39552848.32,3610530.57,219259240.3,8938089.61,35240661.06,29962497.01,1082505.96,40518720.58,16195848.81,18969978.05
2016-09-15,133460077,4349252.75,13078473.39,17264618.99,30208204.25,5878259.51,4819340.71,197955196.3,33627591.76,945246.45,20801195.6,36793045.53,24515995.42,8399555.23,4408598.56,20098541.04,4638766.45,7518302.03,35946663.64,3347157.09,203456276.8,5112826.83,43315302.83,26287863.45,1531586.04,35981701.59,14421094.72,13636569.52
2016-09-16,152796062.6,3977477.83,10494940.4,10670999.72,25050729.93,5686875.67,5566301.44,182864177,26048171.98,566072.41,14581512.28,75768895.63,16307078.88,7631190.29,5031126.95,20246610.66,4786066.89,13123365.8,33738341.65,2216781.33,177548324.2,7064904.28,23477746.26,25792890.47,1788870.67,33507122.69,13539926.37,9191049.95
2016-09-18,165858735.4,4915261.28,16913591.57,13093596.78,30045309.65,10558694.66,3457697.01,87460929.97,40260930.13,244221.07,8611519.38,111046504.5,14498416.3,10454923.19,2456498.54,43882019.62,4505461.28,15611917.76,13054591.83,2675515.55,237236711.1,10313063.07,21629077.21,38689312.36,2175611.41,59167232.04,22265798.85,9850418.74
2016-09-19,94083686.74,4937927.98,18247156.33,22635695.66,36659933.81,7508843.65,3706260.4,265147784.3,43386496.04,1405203.18,23244720.93,98240230.91,34614627.55,11219253.78,5846353.72,20760838.16,4991675.27,10823377.5,40220634.48,2742383.98,248117344.9,7708667.86,38979640.98,29031457.86,747754.82,43306629.67,17206529.27,20800881.68
2016-09-20,101631518.9,3815208.18,12524700.49,10468612.63,24756378.38,5064311.47,4568525.12,182340791.5,45523097.49,646800.32,14098245.73,22366412.46,18717855.35,7495254,2831686.13,15024330.29,4882488.58,5340097.27,31961060.77,2108377.83,155856744.6,4593566.07,21417271.06,24349587.79,820750.38,31470811.58,13654765.69,9960100.75
2016-09-21,127691183.8,4736225.54,12999268.73,16775347.27,32187793.66,6048491.49,4853758.65,155147416,124515102.2,1165702.17,18610186.44,66971677.94,23428665.93,8226984.46,3632006.51,19204415.11,4468965.61,6340582.83,33597178.97,25944172.7,216903839.2,10008094.11,26750056.42,27236632.9,1143287.17,36122179.67,13598269.43,14134756.37
2016-09-22,151103062.6,4057312.24,14520267,15772547.37,28918140.32,6089258.81,5862956.91,106831593.1,29490947.32,968085.16,16580280.43,52469873.75,23286658.57,7692744.95,3844583.76,19367014.47,4308190.95,6301264.89,32203814.36,2505116.36,227023013.6,5127590.55,26675072.85,27920319.72,1766159.51,37790477.04,14395568.66,13097214.04
2016-09-23,172366776.2,4004655.46,15573659.87,16064717.08,32760839.65,6471865.02,6433275.69,92698691.49,27315695.3,878330.96,16880233.87,48240628.57,21811177.19,7946644.65,3265667.06,22998618.24,4253894.93,10854126.99,31513795.47,2439002.92,212458403.3,6166324.61,28559853.21,28425429.41,1855362.27,38026412.44,14957763.54,13749254.47
2016-09-25,174330892.2,4046293.99,16815627.12,12375678.9,30322459.32,11125385.66,4005383.9,31344356.47,96027173.29,299378.12,5846934.69,247867057,12209676.61,8198007.02,1404149.55,42458491.42,4145460.07,14288491.88,12313481.01,2672622.36,239599733,8828951.93,22920655.25,41817672.52,2187577.15,45433158.11,24498329.84,9604041.67
2016-09-26,106953359.2,5240361.34,15182384.56,15523219.36,31415772.63,6412276.57,3666044.42,116905211.5,92923198.35,996305.73,18070251.08,58141524.3,25129319.22,8392818.29,4779657.96,18677914.58,4738805.3,8417540.47,34753613.39,2494325.29,212321870.4,34679007.6,29272483.09,30486124.12,936455.13,48954277.85,17136655.18,13743276.75
2016-09-27,140943076.1,7222547.32,13624979.75,15507448.27,34051803.09,6447154.62,5250849.08,94286930.09,144648119.4,978065.92,15780799.94,186533079.5,27391419,7705663.98,3550134.89,18334067.42,4462890.71,5398801.13,32046812.24,2656021.49,307420612,5546238.24,34147064.74,32682664.2,1360996.73,35872004.87,16768562.89,22100529.35
2016-09-28,169111617.3,14852216.52,13223501.52,19946772.16,41056137.47,6611144.57,6109695.09,160240097.4,223361880.8,969162.93,19890107.24,87256758.63,197138238.6,6813005,3460532.52,19896492.54,4377756.75,5481943.99,30112227.82,34061490.05,289236066.8,9097141.43,39875174.05,34285925.2,1614810.14,36408729.05,16409206.25,21492953.88
2016-09-29,200617942.3,7550333.47,15161121.17,22050607.8,47442376.88,8289808.68,7298944.67,177366736.1,130224255.1,854575.79,18465323.89,141076063,29402588.26,8305381.09,6178818.69,23331347.25,4168718.66,7478542.7,34537652.36,2920073.85,465110504.6,6732485.9,60126235.57,38794367.39,2090678.61,41145428.72,18311991.45,20432318.63
2016-09-30,188819026.2,3677218.5,10073431.15,11108832.73,30029400.07,6317888.92,7321276.66,74414065.44,79585709.93,661804,9839892.31,28455061.7,16506089.08,11465953.28,2861148.83,19591412.76,3802927.94,9953199.66,29763303.83,2414588.74,201563803.7,4525308.52,21961565.91,35489235.03,2101382.82,31060553.16,15904660.15,8736434.76
2016-10-01,161688611.1,2503122.99,9161659.95,9485256.43,29296514.51,7913704.48,3027057.81,28111655.58,9676603.1,308622.89,4141648.8,27209682.57,10463344.09,5095623.04,2645415.4,23297852.37,1896268.42,16624590.66,11038720.83,1593799.54,192843348.7,4857436.73,15335638.71,31667689.07,1973550.15,24013781.04,15086952.14,6482103.77
2016-10-02,57298101.09,3062893.82,5161180.41,1551315.42,11490217.56,4429952.05,2110435.99,18147893.63,5018339.21,22323,2425418.59,9220055.42,1564595.36,6334378.25,1112245.99,20267467.62,1592129.28,10026570.05,3061547.67,5111025.19,95187490.08,4550436.81,7109037.57,23248710.8,946826.56,30287086.65,11093181.75,3396998.71
2016-10-05,179115230.2,6603745.75,10290220.86,8100405.91,46179655.41,13085977.99,3944660.94,47810925.78,18049114.19,445680.38,5598522.3,66916003.16,9954860.76,13794995.19,4369553.11,43075882.32,5621736.43,42741871.12,21737790.23,3343826.92,277482734.1,10592108.46,23021695.84,52309371.4,1862574.47,76979184.56,30419651.53,9419041.32
2016-10-06,117288337.9,5414231.26,13480332.33,15839575.39,32340779.79,6815694.06,5041504.38,145361592.9,35531237.25,912636.6,15034103.98,110967614,47811234.6,13204878.38,8331922.23,17359013.44,4719266.59,8394334.92,38171717.61,3501084.52,206160405,10338761.4,30366706.35,24461970.78,1262807.17,38655598.34,17292181.91,14420923.48
2016-10-07,155385898.6,4813459.11,13535128.2,16605571.61,29944230.66,7226355.67,6008340.85,99084743.56,26616178.47,1163879.36,11985127.88,74230357.1,79847163.53,8286921.07,6026771.69,20796523.24,5022571.45,8482263.07,37089977.69,3044060.31,205704559.4,6922481.98,26910608.73,26198905.41,1657818.31,35492311.06,14985262.44,13346854.36
2016-10-09,169649327.3,5044049.87,19830249.41,17929520.28,34889528.3,13387326.93,4165822.18,64941562.99,14496116.43,460712.64,7762205.62,57094330.82,18868205.25,11457768.27,5144550.48,43381357.19,4536295,13083506.48,16050799.17,3176080.92,256805637.2,11225075.83,26934398.1,39087788.52,1900059.34,58043212.52,22839356.71,15792100.32
2016-10-10,99714120.78,4091060.43,10402819.9,10088187.91,23558147.92,6989002.92,4310898.62,68340089.54,20975368.69,514535.59,11988701.49,73045078.52,20234434.99,7031939.14,3854743.53,13988632.1,4814726.07,6889256.97,31434157.32,2589818.82,149004503.6,5233539.42,21319429.88,24185850.19,1110487.82,28566083.01,13596873.26,10586233.98
2016-10-11,177285219.7,4959957.15,13323682.48,16831590,39095908.67,9491990.6,6589182.19,133542356.6,34032821.87,1078554.04,17559073.33,83411028.7,27646556.24,8316058.87,5536012.16,19935628.74,5256683.04,6099350.01,37128462.64,3341287.67,238137438.7,12661469.04,27382934.29,30755529.47,1563591.79,27482629.37,16758184.38,15031965.77
2016-10-13,116762379.2,3486130.03,5547284.13,8131007.63,17618334.07,8673339.72,2498588.1,30517374.18,9321598.52,340884.96,3827473.88,37383634.1,7519968.2,3879434.69,2924969.27,13813576.17,3189464.93,6905860.38,15369159.43,1296326.31,164627556.6,4158078.73,10663359.65,17569870.96,852695.63,40972518.08,12302648.92,6346668.1
2016-10-14,202026826.9,4942756.15,17046593.92,21979520.81,40280777.78,8681726.96,6980734.47,121987094.6,42016489.16,1009718.43,13848303.72,89359107.95,28190932.67,9924677,5677640.46,24587911.44,5044571.48,11715989.36,37181060.13,3689111.71,274642615.5,8433995.03,44976856.81,38590803.68,2398868.39,39990014.48,18022325.7,19912118.3
2016-10-16,199123245.5,5100430.35,16871601.25,9805306.28,31325743.58,11089130.6,4238086.41,37905919.96,13095806.76,271683.94,7087008.5,70528714.38,10639780.86,11290220.95,2771889.65,43460378.38,4867952.37,20437872.19,16927105.31,3101779.83,256126630.1,7026450.27,22487526.66,44271027.83,1731399.85,46261735.52,23262995.37,10861347.29
2016-10-18,172350811,5282481.25,15766411.31,10885132.29,35681524.18,10450833.25,3687621.76,54166303.99,19443250.7,379424.73,4399785.47,140143747.2,11049778.99,13008168.16,4971689.3,37481571.82,5558369.06,27635094.97,26985918.82,2909265.02,270240006.5,10317145.39,26078830.78,40184213.86,1397041.57,59315564.27,22928171.74,12885754.06
2016-10-19,122362732.2,5338518.72,27413089.17,21479203.44,37454423.15,10216391.95,4076215.8,70074090.21,34990432.66,1102742.29,13116655.01,77762781.75,25935579.44,14826190.74,7188717.74,28644747.75,4514715.04,17557738.6,30474123.57,4801713.86,257124009.5,8910958.56,44512409.62,40069724.66,658674.97,42716228.23,18557506.62,17664395.86
2016-10-20,122261362,4345111.27,19093615.54,9544269.49,22586239.09,6491354.41,4753842.54,39325578.91,20173397.61,391608.31,5347022.97,19286456.49,14961475.07,9321519.01,3180709.37,23495783.35,6182347.41,11500035.89,22596854.55,2305204.63,165732633.1,3525610.33,21281908.05,31284820.08,848619.44,29788808.61,14382477.55,10025193.13
2016-10-21,161484787.3,4503255.12,21984663.64,15820877.37,29424376.65,8450284.75,5902517.6,60210930.77,34331997.02,618111.95,8546357.32,64448208.52,18228080.43,16096970.83,3995318.03,31523199.39,3890057.68,23401060.4,21851776.22,2533631.18,237271840.7,6526347.95,26165954.44,34491393.49,1091166.04,36967597.93,15925833.17,12530735.91
2016-10-23,167260190.8,4522283.22,18273140.2,10429137.05,27072686.98,9046228.84,3345039.79,54833299.6,8952749.72,189244.74,4175016.64,50456833.83,9890752.87,13804593.48,3248563.11,46040806.59,3392172.94,26826047.62,10210359.08,26145149.56,262580835.9,6687056.38,18233196.19,35705059.51,1699934.79,51774151.22,19778286.97,7753219.33
2016-10-25,149733984.4,4293880.11,17769064.18,8892128.78,26949633.56,8186605.04,3143743.17,38413688.2,29077331.84,367298.45,4131337.4,147608296.7,10302213.25,11052029.81,2918059.37,38930103.1,4576805.48,24173319.02,14425284.82,2569846.66,210568767.5,5883298.32,21412082.13,33108003,1330855.5,49090984.65,20073566.72,9482350.1
2016-10-26,107551084.4,6235883.41,16381899.03,18344650.5,34281939.86,6825485.61,4215857.75,161177146.9,153933253.7,1186302.16,19252454.8,191035422.2,27264247.27,10176329.47,5416436.22,20238193.73,4672918.99,10992396.32,26414481.78,3141672.9,212567137.8,5595744.29,28355819.56,29590217.21,5506275.13,39269166.96,15371004.79,14954547.32
2016-10-27,129035369.3,14384911.33,14644718.87,24108831.5,43536509.11,5648330.98,5365655.15,142271934.7,280556711.6,1059353.53,23959606.16,92694398.81,58537996.49,9660895.05,5516903.98,18750740.64,4001234.48,8683567.47,26800510.61,5228973.34,241104131.3,32328008.3,30024934.11,30066872.29,1430283.9,33332068.96,13902673.5,14728678.64
2016-10-28,151605756.2,6896281.01,13904436.57,19435507.4,32164021.74,5751857.66,6077379.6,179169765.6,123500285.9,1095356.85,22775333.41,168733537.3,170241587.3,8543091.02,4154987.19,22542873.58,4502904.12,9922401.28,25643276.76,23871810.49,390696631.1,4355332.71,32775741.91,28267233.08,1793216.01,34615409.14,12848400.08,17050935.24
2016-10-29,138942138.1,2621218.81,11253905.89,11370358.02,21064654.46,6375257.75,2291648.67,23056197.5,96175296.3,316220.02,4439656.43,46335616.39,12229478.48,5421557.8,1704384.89,22349803.74,2408437.87,7215354.35,7369744.82,1719964.37,208944978.2,3165770.65,15030323.88,27143267.29,1844251.06,27877354.37,12716953.42,6994693.42
2016-10-30,35401601.98,2526049.91,8020343.22,8150193.73,13443992.59,4123999.2,1516216.45,71813094.74,97087512.48,305420.15,8188722.71,86862297.3,7161480.23,6056006,4520043.29,23170081.05,1695563.3,6569356.47,4590316.01,1655338.64,190985878.7,3922518.57,10915736.15,16714331.51,325841,31260568.52,9315975.64,6520680.87
2016-10-31,81624699.08,6626676.41,15422164.91,18510358.79,30061415.86,6306751.63,3426521.98,144134999.1,158657212.4,1102846.45,22097177.55,60594018.82,27343293.96,15466547.36,5041688.44,17898391.88,4414604.9,8123943.89,28780122.36,3307084.11,185077354.1,3733825.37,49669180.92,27099509.61,671622.55,37353492.06,14658546.2,20666693.61
2016-11-01,95040416.86,4099688.63,12940604.96,18132763.1,26951212.8,5449489.41,4033221.58,127470385,65796855.41,1289836.37,19944047.66,47703023.37,24801527.32,11059273.74,4700743.54,18381444,3931398.1,5922992.57,26138632.18,3641791.01,190076845.4,3465493.9,25019974.62,27525816.07,829588.93,38175690.88,13745415.45,13580975.28
2016-11-02,101130704.7,4067453.13,9440116.35,9736829.13,19889474.58,4175018.8,4459369.46,76780071.05,22870081.14,582447.05,14828732.27,14546941.61,19599245.7,13764251.16,3405164.43,16325156.83,3901939.03,5546949.01,22103890.7,6696969.52,141743805.5,3838480.33,20284977.2,27554711.16,1164796.56,27851588.85,11462265.48,8839909.07
2016-11-03,136503399.5,5401346.32,14202786.23,18413991.25,28692287.96,5995785.12,5445831.39,87229852.82,33038667.76,1447672.26,17542948.12,67439251.55,25599782.73,9397768.8,5040001.36,19314116.24,4167939.62,6396928.61,26640659.85,3004817.51,195421276.7,6172662.19,27301760.99,34118317.67,1548207.55,33745184.93,14069338.03,15203361.86
2016-11-04,151270154.2,5018325.63,13492476.54,17505856.55,29584882.7,6204933.48,5872654.84,87456766.72,29823225.82,999615.04,16058437.66,52036151.1,49190485.7,9401731.03,6432980.27,23774044.08,4090929.27,10137754.62,24264785.64,2729008.07,220187221,5313611.77,30660444.64,33601323.47,1673184.44,34793584.1,13971205.6,14534682.42
2016-11-06,162525677.4,5798211.16,17794040.93,12906056.82,28854132,10407268.06,3434003.28,36261073.19,8232628.13,290268.83,9229988.32,27215419.23,13082905.58,10587380.73,2805365.66,44119629.7,4178689.73,13237441.75,9274868.87,2936544.97,238880879.6,6007439.82,20023818.12,50441941.21,2129731.3,56984930.14,21010972.1,9685358.3
2016-11-07,76371212.58,4668239.65,13524793.04,16668857.66,26510466.89,5821563.77,3226459.84,97407911.03,22276296.09,878198.04,17715069.57,125110300.8,77447929.49,9966932.16,5294213.7,18268951.13,4736280.13,7870165.5,23692221.04,2877440.07,167188260.1,4814605.66,27308026.94,31987879.04,640655.1,36384498.29,14136107.5,13163213.52
2016-11-08,86773700.42,4792531.71,12704598.76,15695079.55,25822225.33,5657951.81,3828308.5,91928791.39,29596191.63,891803.93,15738118.96,31830613.68,26932482.57,8582617.23,3303747.63,18383718.69,4193152.48,5997161.14,24467956.36,2750165.05,171937731.6,4323736.17,27334002.23,29193965.79,791075.18,32875892.12,13298894.36,14779157.32
2016-11-09,104905532.2,5296294.58,14792504.33,21659966.59,29353388.76,6119468.49,4005918.14,107077367.2,29910856.23,1145637.29,15340933.15,64919592.95,29097113.18,9771493.1,4670435.17,21464576.48,4163685.23,7863573.73,23891170.74,3159874.36,204316700.7,5084212.7,27919441.66,32490305.35,945205.7,36895822.24,14296661.3,14693541.95
2016-11-10,114789006.3,4509726.11,9227475.92,10194145.14,19581019.86,4124162.54,5099403.18,68489108.38,19265319.74,607460.8,10927260.97,50479270.77,17262139.6,6823670.8,2746405.05,16575464.4,3785608.73,6196010.69,20981083.84,2318599.51,136341759.4,2599671.31,18212287.02,26818995.2,1362656.36,29856126.42,11878361.14,9056313.52
2016-11-11,158657526.2,6297204.45,13219731.2,18236746.08,35516670.12,6548860.9,5886301.47,141685917.3,32161687.78,1024574.87,17713850.25,109018958.6,25800479.14,9651123.67,6745100.88,24721958.91,3999749.28,11049927.96,26511560.49,3140609.92,220160488.5,7480470.86,32409461.34,34841726.02,1779709.99,37412566.1,15607624.37,12881550.39
